105 0.452234 0.0469327 0.00794238
115 0.495075 0.0480007 0.011577
125 0.468033 0.0449866 0.0138522
135 0.500619 0.0460566 0.0190026
145 0.468281 0.051246 0.0221092
155 0.486093 0.0553053 0.028183
165 0.499074 0.0917222 0.0355676
175 0.628055 0.0609761 0.055985
190 0.485582 0.057424 0.0388032
220 0.40044 0.0709246 0.0358584
270 0.58307 0.13674 0.0969301
