100	0.623949	0.0139683	0	0	0	5-10%
105.511	0.633647	0.0157469	0	0	0	5-10%
111.326	0.624879	0.017575	0	0	0	5-10%
117.462	0.644653	0.0209107	0	0	0	5-10%
123.936	0.678589	0.0252382	0	0	0	5-10%
130.766	0.615111	0.0264152	0	0	0	5-10%
137.973	0.631815	0.0306944	0	0	0	5-10%
145.577	0.656022	0.0371837	0	0	0	5-10%
153.6	0.606487	0.0400329	0	0	0	5-10%
162.066	0.60611	0.0457178	0	0	0	5-10%
170.998	0.686703	0.0628654	0	0	0	5-10%
180.422	0.753911	0.0795949	0	0	0	5-10%
190.365	0.583368	0.0685691	0	0	0	5-10%
200.857	0.565715	0.0770299	0	0	0	5-10%
211.927	0.45449	0.074338	0	0	0	5-10%
223.607	0.442135	0.0841693	0	0	0	5-10%
235.93	0.876304	0.2355	0	0	0	5-10%
248.933	0.463189	0.12655	0	0	0	5-10%
262.653	0.788673	0.303561	0	0	0	5-10%
277.128	0.722951	0.298478	0	0	0	5-10%
292.402	0.657228	0.317471	0	0	0	5-10%
308.517	0.525782	0.321974	0	0	0	5-10%
325.52	2.36602	2.494	0	0	0	5-10%
343.461	0.525782	0.455341	0	0	0	5-10%
362.39	0.394337	0.359978	0	0	0	5-10%
382.362	0	0	0	0	0	5-10%
403.435	0	0	0	0	0	5-10%
425.67	0	0	0	0	0	5-10%
449.13	0	0	0	0	0	5-10%
473.883	0	0	0	0	0	5-10%
