100	1606	40.0749	0	0	0	50-70%
105.511	1246	35.2987	0	0	0	50-70%
111.326	963	31.0322	0	0	0	50-70%
117.462	765	27.6586	0	0	0	50-70%
123.936	552	23.4947	0	0	0	50-70%
130.766	464	21.5407	0	0	0	50-70%
137.973	353	18.7883	0	0	0	50-70%
145.577	238	15.4272	0	0	0	50-70%
153.6	188	13.7113	0	0	0	50-70%
162.066	136	11.6619	0	0	0	50-70%
170.998	101	10.0499	0	0	0	50-70%
180.422	70	8.3666	0	0	0	50-70%
190.365	63	7.93725	0	0	0	50-70%
200.857	46	6.78233	0	0	0	50-70%
211.927	34	5.83095	0	0	0	50-70%
223.607	16	4	0	0	0	50-70%
235.93	17	4.12311	0	0	0	50-70%
248.933	13	3.60555	0	0	0	50-70%
262.653	9	3	0	0	0	50-70%
277.128	3	1.73205	0	0	0	50-70%
292.402	5	2.23607	0	0	0	50-70%
308.517	3	1.73205	0	0	0	50-70%
325.52	0	0	0	0	0	50-70%
343.461	5	2.23607	0	0	0	50-70%
362.39	0	0	0	0	0	50-70%
382.362	0	0	0	0	0	50-70%
403.435	0	0	0	0	0	50-70%
425.67	0	0	0	0	0	50-70%
449.13	0	0	0	0	0	50-70%
473.883	0	0	0	0	0	50-70%
