100	16006	126.515	0	0	0	10-30%
105.511	13242	115.074	0	0	0	10-30%
111.326	10036	100.18	0	0	0	10-30%
117.462	7499	86.5968	0	0	0	10-30%
123.936	5820	76.2889	0	0	0	10-30%
130.766	4364	66.0606	0	0	0	10-30%
137.973	3481	59	0	0	0	10-30%
145.577	2477	49.7695	0	0	0	10-30%
153.6	1824	42.7083	0	0	0	10-30%
162.066	1420	37.6829	0	0	0	10-30%
170.998	1040	32.249	0	0	0	10-30%
180.422	716	26.7582	0	0	0	10-30%
190.365	551	23.4734	0	0	0	10-30%
200.857	396	19.8997	0	0	0	10-30%
211.927	268	16.3707	0	0	0	10-30%
223.607	205	14.3178	0	0	0	10-30%
235.93	171	13.0767	0	0	0	10-30%
248.933	121	11	0	0	0	10-30%
262.653	73	8.544	0	0	0	10-30%
277.128	40	6.32456	0	0	0	10-30%
292.402	50	7.07107	0	0	0	10-30%
308.517	33	5.74456	0	0	0	10-30%
325.52	16	4	0	0	0	10-30%
343.461	6	2.44949	0	0	0	10-30%
362.39	6	2.44949	0	0	0	10-30%
382.362	5	2.23607	0	0	0	10-30%
403.435	4	2	0	0	0	10-30%
425.67	2	1.41421	0	0	0	10-30%
449.13	0	0	0	0	0	10-30%
473.883	0	0	0	0	0	10-30%
