100	0.653117	0.0133064	0	0	0	10-30%
105.511	0.668872	0.015135	0	0	0	10-30%
111.326	0.646649	0.0165678	0	0	0	10-30%
117.462	0.648577	0.0192479	0	0	0	10-30%
123.936	0.671485	0.0229568	0	0	0	10-30%
130.766	0.652466	0.0254473	0	0	0	10-30%
137.973	0.671378	0.0296772	0	0	0	10-30%
145.577	0.657436	0.0341443	0	0	0	10-30%
153.6	0.641569	0.0384286	0	0	0	10-30%
162.066	0.652082	0.0445734	0	0	0	10-30%
170.998	0.729396	0.0611221	0	0	0	10-30%
180.422	0.684766	0.0673063	0	0	0	10-30%
190.365	0.607263	0.0646633	0	0	0	10-30%
200.857	0.580073	0.0714773	0	0	0	10-30%
211.927	0.52565	0.0755923	0	0	0	10-30%
223.607	0.539157	0.0895802	0	0	0	10-30%
235.93	1.09935	0.272417	0	0	0	10-30%
248.933	0.666777	0.157624	0	0	0	10-30%
262.653	0.93863	0.331603	0	0	0	10-30%
277.128	0.578608	0.224094	0	0	0	10-30%
292.402	0.964346	0.416645	0	0	0	10-30%
308.517	0.954703	0.505454	0	0	0	10-30%
325.52	1.85154	1.90853	0	0	0	10-30%
343.461	0.347165	0.283459	0	0	0	10-30%
362.39	0.347165	0.283459	0	0	0	10-30%
382.362	0	0	0	0	0	10-30%
403.435	0	0	0	0	0	10-30%
425.67	0	0	0	0	0	10-30%
449.13	0	0	0	0	0	10-30%
473.883	0	0	0	0	0	10-30%
