100	2472	49.7192	0	0	0	0%
105.511	2002	44.7437	0	0	0	0%
111.326	1503	38.7685	0	0	0	0%
117.462	1169	34.1906	0	0	0	0%
123.936	883	29.7153	0	0	0	0%
130.766	682	26.1151	0	0	0	0%
137.973	509	22.561	0	0	0	0%
145.577	385	19.6214	0	0	0	0%
153.6	291	17.0587	0	0	0	0%
162.066	208	14.4222	0	0	0	0%
170.998	144	12	0	0	0	0%
180.422	128	11.3137	0	0	0	0%
190.365	93	9.64365	0	0	0	0%
200.857	70	8.3666	0	0	0	0%
211.927	46	6.78233	0	0	0	0%
223.607	39	6.245	0	0	0	0%
235.93	13	3.60555	0	0	0	0%
248.933	19	4.3589	0	0	0	0%
262.653	7	2.64575	0	0	0	0%
277.128	8	2.82843	0	0	0	0%
292.402	6	2.44949	0	0	0	0%
308.517	3	1.73205	0	0	0	0%
325.52	1	1	0	0	0	0%
343.461	1	1	0	0	0	0%
362.39	2	1.41421	0	0	0	0%
382.362	0	0	0	0	0	0%
403.435	0	0	0	0	0	0%
425.67	0	0	0	0	0	0%
449.13	0	0	0	0	0	0%
473.883	0	0	0	0	0	0%
