100	0.743015	0.0251813	0	0	0	50-70%
105.511	0.727679	0.0275903	0	0	0	50-70%
111.326	0.738318	0.032156	0	0	0	50-70%
117.462	0.759881	0.037179	0	0	0	50-70%
123.936	0.713488	0.0409973	0	0	0	50-70%
130.766	0.765465	0.0489184	0	0	0	50-70%
137.973	0.810841	0.0588957	0	0	0	50-70%
145.577	0.727679	0.0629156	0	0	0	50-70%
153.6	0.7561	0.0742659	0	0	0	50-70%
162.066	0.762151	0.0883188	0	0	0	50-70%
170.998	0.806683	0.110339	0	0	0	50-70%
180.422	0.651278	0.101328	0	0	0	50-70%
190.365	0.837604	0.140898	0	0	0	50-70%
200.857	0.741877	0.149487	0	0	0	50-70%
211.927	0.713017	0.179541	0	0	0	50-70%
223.607	0.630746	0.179731	0	0	0	50-70%
235.93	1.36662	0.536031	0	0	0	50-70%
248.933	0.863126	0.318264	0	0	0	50-70%
262.653	1.36662	0.730487	0	0	0	50-70%
277.128	0.512481	0.346951	0	0	0	50-70%
292.402	1.13885	0.689606	0	0	0	50-70%
308.517	0.911078	0.831696	0	0	0	50-70%
325.52	0	0	0	0	0	50-70%
343.461	6.83308	7.48527	0	0	0	50-70%
362.39	0	0	0	0	0	50-70%
382.362	0	0	0	0	0	50-70%
403.435	0	0	0	0	0	50-70%
425.67	0	0	0	0	0	50-70%
449.13	0	0	0	0	0	50-70%
473.883	0	0	0	0	0	50-70%
