100	4757	68.971	0	0	0	30-50%
105.511	3721	61	0	0	0	30-50%
111.326	2925	54.0833	0	0	0	30-50%
117.462	2295	47.9062	0	0	0	30-50%
123.936	1754	41.8808	0	0	0	30-50%
130.766	1307	36.1525	0	0	0	30-50%
137.973	958	30.9516	0	0	0	30-50%
145.577	750	27.3861	0	0	0	30-50%
153.6	569	23.8537	0	0	0	30-50%
162.066	439	20.9523	0	0	0	30-50%
170.998	312	17.6635	0	0	0	30-50%
180.422	240	15.4919	0	0	0	30-50%
190.365	156	12.49	0	0	0	30-50%
200.857	130	11.4018	0	0	0	30-50%
211.927	87	9.32738	0	0	0	30-50%
223.607	64	8	0	0	0	30-50%
235.93	42	6.48074	0	0	0	30-50%
248.933	34	5.83095	0	0	0	30-50%
262.653	15	3.87298	0	0	0	30-50%
277.128	17	4.12311	0	0	0	30-50%
292.402	13	3.60555	0	0	0	30-50%
308.517	9	3	0	0	0	30-50%
325.52	8	2.82843	0	0	0	30-50%
343.461	4	2	0	0	0	30-50%
362.39	3	1.73205	0	0	0	30-50%
382.362	0	0	0	0	0	30-50%
403.435	0	0	0	0	0	30-50%
425.67	1	1	0	0	0	30-50%
449.13	3	1.73205	0	0	0	30-50%
473.883	0	0	0	0	0	30-50%
