100	4574	67.6314	0	0	0	5-10%
105.511	3663	60.5227	0	0	0	5-10%
111.326	2939	54.2125	0	0	0	5-10%
117.462	2222	47.1381	0	0	0	5-10%
123.936	1700	41.2311	0	0	0	5-10%
130.766	1284	35.8329	0	0	0	5-10%
137.973	1049	32.3883	0	0	0	5-10%
145.577	749	27.3679	0	0	0	5-10%
153.6	572	23.9165	0	0	0	5-10%
162.066	433	20.8087	0	0	0	5-10%
170.998	354	18.8149	0	0	0	5-10%
180.422	241	15.5242	0	0	0	5-10%
190.365	164	12.8062	0	0	0	5-10%
200.857	113	10.6301	0	0	0	5-10%
211.927	81	9	0	0	0	5-10%
223.607	61	7.81025	0	0	0	5-10%
235.93	43	6.55744	0	0	0	5-10%
248.933	29	5.38516	0	0	0	5-10%
262.653	26	5.09902	0	0	0	5-10%
277.128	16	4	0	0	0	5-10%
292.402	10	3.16228	0	0	0	5-10%
308.517	6	2.44949	0	0	0	5-10%
325.52	9	3	0	0	0	5-10%
343.461	3	1.73205	0	0	0	5-10%
362.39	3	1.73205	0	0	0	5-10%
382.362	1	1	0	0	0	5-10%
403.435	0	0	0	0	0	5-10%
425.67	0	0	0	0	0	5-10%
449.13	0	0	0	0	0	5-10%
473.883	0	0	0	0	0	5-10%
