105 0.432 0.013 0.010
115 0.414 0.011 0.009
125 0.429 0.012 0.009
135 0.452 0.015 0.010
145 0.475 0.017 0.012
155 0.493 0.021 0.014
165 0.504 0.026 0.016
175 0.510 0.031 0.018
185 0.511 0.037 0.021
195 0.510 0.043 0.024
205 0.509 0.050 0.027
215 0.507 0.055 0.030
225 0.506 0.061 0.033
235 0.505 0.066 0.035
245 0.505 0.070 0.038
255 0.504 0.074 0.040
265 0.504 0.077 0.042
275 0.503 0.079 0.043
285 0.503 0.080 0.044
295 0.503 0.081 0.044
