100	225	15	0	0	0	70-90%
105.511	166	12.8841	0	0	0	70-90%
111.326	130	11.4018	0	0	0	70-90%
117.462	104	10.198	0	0	0	70-90%
123.936	70	8.3666	0	0	0	70-90%
130.766	50	7.07107	0	0	0	70-90%
137.973	43	6.55744	0	0	0	70-90%
145.577	35	5.91608	0	0	0	70-90%
153.6	38	6.16441	0	0	0	70-90%
162.066	13	3.60555	0	0	0	70-90%
170.998	15	3.87298	0	0	0	70-90%
180.422	11	3.31662	0	0	0	70-90%
190.365	9	3	0	0	0	70-90%
200.857	3	1.73205	0	0	0	70-90%
211.927	3	1.73205	0	0	0	70-90%
223.607	3	1.73205	0	0	0	70-90%
235.93	4	2	0	0	0	70-90%
248.933	3	1.73205	0	0	0	70-90%
262.653	0	0	0	0	0	70-90%
277.128	0	0	0	0	0	70-90%
292.402	0	0	0	0	0	70-90%
308.517	0	0	0	0	0	70-90%
325.52	1	1	0	0	0	70-90%
343.461	0	0	0	0	0	70-90%
362.39	0	0	0	0	0	70-90%
382.362	0	0	0	0	0	70-90%
403.435	0	0	0	0	0	70-90%
425.67	0	0	0	0	0	70-90%
449.13	0	0	0	0	0	70-90%
473.883	0	0	0	0	0	70-90%
